txn_id,account_id,net_amount,source_file
TXN-4742357,ACC-1021,1547.49,transactions/2023-01.csv
TXN-6255023,ACC-1038,290.33,transactions/2023-01.csv
TXN-7674963,ACC-1023,32.06,transactions/2023-01.csv
TXN-8257246,ACC-1107,2202.95,transactions/2023-01.csv
TXN-8668156,ACC-1074,1542.35,transactions/2023-01.csv
TXN-8746620,ACC-1077,439.96,transactions/2023-01.csv
TXN-9413239,ACC-1014,2053.26,transactions/2023-01.csv
TXN-9468219,ACC-1028,1794.67,transactions/2023-01.csv
TXN-9704412,ACC-1044,2230.02,transactions/2023-01.csv
TXN-1511688,ACC-1120,2362.88,transactions/2023-01.csv
TXN-1673552,ACC-1008,4823.51,transactions/2023-01.csv
TXN-2242100,ACC-1098,227.54,transactions/2023-01.csv
TXN-2442672,ACC-1036,383.17,transactions/2023-01.csv
TXN-2451403,ACC-1006,4022.39,transactions/2023-01.csv
TXN-2537154,ACC-1066,1285.14,transactions/2023-01.csv
TXN-2825947,ACC-1107,1424.98,transactions/2023-01.csv
TXN-2920069,ACC-1098,842.73,transactions/2023-01.csv
TXN-2939113,ACC-1024,86.88,transactions/2023-01.csv
TXN-3386229,ACC-1106,2212.25,transactions/2023-01.csv
TXN-3610217,ACC-1108,322.67,transactions/2023-01.csv
TXN-4127975,ACC-1022,2541.28,transactions/2023-01.csv
TXN-4982427,ACC-1041,994.48,transactions/2023-01.csv
TXN-5031636,ACC-1118,122.03,transactions/2023-01.csv
TXN-5528616,ACC-1024,316.72,transactions/2023-01.csv
TXN-6152131,ACC-1112,2272.86,transactions/2023-01.csv
TXN-6167317,ACC-1103,1791.96,transactions/2023-01.csv
TXN-6808481,ACC-1112,1686.65,transactions/2023-01.csv
TXN-6849462,ACC-1100,683.62,transactions/2023-01.csv
TXN-6882478,ACC-1103,2777.35,transactions/2023-01.csv
TXN-6987567,ACC-1030,15.66,transactions/2023-01.csv
TXN-8507889,ACC-1061,773.66,transactions/2023-01.csv
TXN-9177234,ACC-1089,1650.59,transactions/2023-01.csv
TXN-9369023,ACC-1031,19.96,transactions/2023-01.csv
TXN-9769222,ACC-1011,1235.41,transactions/2023-01.csv
TXN-9828996,ACC-1130,796.12,transactions/2023-01.csv
TXN-1606171,ACC-1096,895.36,transactions/2023-01.csv
TXN-1698837,ACC-1103,24.61,transactions/2023-01.csv
TXN-1882239,ACC-1015,3860.11,transactions/2023-01.csv
TXN-2114505,ACC-1046,756.26,transactions/2023-01.csv
TXN-2694369,ACC-1006,2377.26,transactions/2023-01.csv
TXN-2943437,ACC-1128,273.76,transactions/2023-01.csv
TXN-2992825,ACC-1070,1720.14,transactions/2023-01.csv
TXN-3469000,ACC-1016,41.77,transactions/2023-01.csv
TXN-4186087,ACC-1129,1926.94,transactions/2023-01.csv
TXN-4604584,ACC-1002,885.95,transactions/2023-01.csv
TXN-5515783,ACC-1076,1348.76,transactions/2023-01.csv
TXN-6179963,ACC-1043,1616.61,transactions/2023-01.csv
TXN-6977907,ACC-1109,178.85,transactions/2023-01.csv
TXN-7234942,ACC-1106,1131.73,transactions/2023-01.csv
TXN-7299573,ACC-1124,2058.49,transactions/2023-01.csv
TXN-8480059,ACC-1092,752.14,transactions/2023-01.csv
TXN-8583548,ACC-1095,2135.78,transactions/2023-01.csv
TXN-9169350,ACC-1108,1013.69,transactions/2023-01.csv
TXN-9833378,ACC-1034,328.61,transactions/2023-01.csv
TXN-1125643,ACC-1054,841.03,transactions/2023-01.csv
TXN-1250535,ACC-1018,4581.84,transactions/2023-01.csv
TXN-1403510,ACC-1118,2570.93,transactions/2023-01.csv
TXN-1933485,ACC-1015,1944.96,transactions/2023-01.csv
TXN-2156091,ACC-1092,1537.86,transactions/2023-01.csv
TXN-2270705,ACC-1011,559.01,transactions/2023-01.csv
TXN-3244776,ACC-1055,2178.14,transactions/2023-01.csv
TXN-3257756,ACC-1101,1697.87,transactions/2023-01.csv
TXN-3649324,ACC-1010,368.03,transactions/2023-01.csv
TXN-4309311,ACC-1007,4449.95,transactions/2023-01.csv
TXN-4374640,ACC-1026,1055.74,transactions/2023-01.csv
TXN-4376661,ACC-1062,286.40,transactions/2023-01.csv
TXN-4434700,ACC-1022,1905.63,transactions/2023-01.csv
TXN-4535927,ACC-1090,2321.38,transactions/2023-01.csv
TXN-4690006,ACC-1022,2419.53,transactions/2023-01.csv
TXN-4694200,ACC-1057,2317.68,transactions/2023-01.csv
TXN-4987518,ACC-1057,1920.49,transactions/2023-01.csv
TXN-5031922,ACC-1090,2645.36,transactions/2023-01.csv
TXN-5289562,ACC-1016,1991.92,transactions/2023-01.csv
TXN-5546522,ACC-1086,3514.89,transactions/2023-01.csv
TXN-5555662,ACC-1112,2188.37,transactions/2023-01.csv
TXN-5676343,ACC-1088,1908.70,transactions/2023-01.csv
TXN-5960192,ACC-1125,1653.99,transactions/2023-01.csv
TXN-6350506,ACC-1009,1251.24,transactions/2023-01.csv
TXN-6919326,ACC-1080,1686.53,transactions/2023-01.csv
TXN-7860784,ACC-1053,1488.17,transactions/2023-01.csv
TXN-8323710,ACC-1026,2201.91,transactions/2023-01.csv
TXN-8392892,ACC-1090,1932.49,transactions/2023-01.csv
TXN-8890372,ACC-1035,832.32,transactions/2023-01.csv
TXN-8971074,ACC-1075,2256.90,transactions/2023-01.csv
TXN-9311313,ACC-1128,1141.09,transactions/2023-01.csv
TXN-1104531,ACC-1129,422.78,transactions/2023-01.csv
TXN-2909597,ACC-1010,991.63,transactions/2023-01.csv
TXN-3287325,ACC-1097,1008.81,transactions/2023-01.csv
TXN-3689305,ACC-1116,175.57,transactions/2023-01.csv
TXN-3846938,ACC-1066,2223.34,transactions/2023-01.csv
TXN-4986338,ACC-1055,1389.84,transactions/2023-01.csv
TXN-4992530,ACC-1075,916.40,transactions/2023-01.csv
TXN-5614413,ACC-1024,1836.98,transactions/2023-01.csv
TXN-5697379,ACC-1090,372.26,transactions/2023-01.csv
TXN-6130229,ACC-1127,1196.19,transactions/2023-01.csv
TXN-6829455,ACC-1030,1849.58,transactions/2023-01.csv
TXN-7269845,ACC-1070,1496.19,transactions/2023-01.csv
TXN-7687322,ACC-1056,2242.98,transactions/2023-01.csv
TXN-8003852,ACC-1080,1744.30,transactions/2023-01.csv
TXN-9602712,ACC-1122,415.28,transactions/2023-01.csv
TXN-1297418,ACC-1095,311.55,transactions/2023-01.csv
TXN-1448888,ACC-1093,2423.35,transactions/2023-01.csv
TXN-2919427,ACC-1113,2494.40,transactions/2023-01.csv
TXN-3218103,ACC-1123,2824.77,transactions/2023-01.csv
TXN-4142469,ACC-1092,118.18,transactions/2023-01.csv
TXN-4547451,ACC-1124,2355.17,transactions/2023-01.csv
TXN-5456272,ACC-1090,941.41,transactions/2023-01.csv
TXN-5623337,ACC-1064,265.74,transactions/2023-01.csv
TXN-6153984,ACC-1039,1370.51,transactions/2023-01.csv
TXN-6236849,ACC-1092,641.54,transactions/2023-01.csv
TXN-7090065,ACC-1088,2676.94,transactions/2023-01.csv
TXN-8411194,ACC-1058,1760.21,transactions/2023-01.csv
TXN-9044255,ACC-1125,730.89,transactions/2023-01.csv
TXN-9253082,ACC-1077,1392.11,transactions/2023-01.csv
TXN-9266084,ACC-1102,1975.29,transactions/2023-01.csv
TXN-1353085,ACC-1044,2263.92,transactions/2023-01.csv
TXN-2778636,ACC-1044,35.37,transactions/2023-01.csv
TXN-3919827,ACC-1111,2335.18,transactions/2023-01.csv
TXN-4113829,ACC-1106,19.88,transactions/2023-01.csv
TXN-4370090,ACC-1103,1105.41,transactions/2023-01.csv
TXN-4462392,ACC-1031,301.54,transactions/2023-01.csv
TXN-4586161,ACC-1066,1739.72,transactions/2023-01.csv
TXN-4726670,ACC-1098,425.18,transactions/2023-01.csv
TXN-4791498,ACC-1052,2138.49,transactions/2023-01.csv
TXN-5346277,ACC-1012,4278.66,transactions/2023-01.csv
TXN-5982969,ACC-1080,355.48,transactions/2023-01.csv
TXN-6217660,ACC-1020,707.94,transactions/2023-01.csv
TXN-6323729,ACC-1097,1055.52,transactions/2023-01.csv
TXN-6435533,ACC-1082,2876.57,transactions/2023-01.csv
TXN-7111274,ACC-1058,1499.12,transactions/2023-01.csv
TXN-7410887,ACC-1030,1415.27,transactions/2023-01.csv
TXN-7561091,ACC-1054,388.79,transactions/2023-01.csv
TXN-7737783,ACC-1028,3353.39,transactions/2023-01.csv
TXN-8038765,ACC-1080,297.27,transactions/2023-01.csv
TXN-9866867,ACC-1050,1644.16,transactions/2023-01.csv
TXN-2500729,ACC-1108,256.86,transactions/2023-01.csv
TXN-2685811,ACC-1057,1751.00,transactions/2023-01.csv
TXN-3267981,ACC-1111,2002.68,transactions/2023-01.csv
TXN-3854113,ACC-1106,3490.20,transactions/2023-01.csv
TXN-3987284,ACC-1015,322.08,transactions/2023-01.csv
TXN-4410939,ACC-1107,1539.17,transactions/2023-01.csv
TXN-4652578,ACC-1126,319.13,transactions/2023-01.csv
TXN-4803592,ACC-1050,1670.65,transactions/2023-01.csv
TXN-4941637,ACC-1103,1208.01,transactions/2023-01.csv
TXN-4970965,ACC-1053,755.60,transactions/2023-01.csv
TXN-5382497,ACC-1023,572.32,transactions/2023-01.csv
TXN-5574372,ACC-1053,267.53,transactions/2023-01.csv
TXN-6242228,ACC-1043,72.60,transactions/2023-01.csv
TXN-6346217,ACC-1052,219.67,transactions/2023-01.csv
TXN-7189628,ACC-1017,676.84,transactions/2023-01.csv
TXN-7294015,ACC-1104,304.90,transactions/2023-01.csv
TXN-7341433,ACC-1047,290.30,transactions/2023-01.csv
TXN-8285030,ACC-1076,238.17,transactions/2023-01.csv
TXN-8298288,ACC-1123,833.79,transactions/2023-01.csv
TXN-8469582,ACC-1111,376.07,transactions/2023-01.csv
TXN-8569609,ACC-1127,1021.33,transactions/2023-01.csv
TXN-8799549,ACC-1072,1208.65,transactions/2023-01.csv
TXN-9302863,ACC-1064,342.12,transactions/2023-01.csv
TXN-9307109,ACC-1022,3982.09,transactions/2023-01.csv
TXN-9592623,ACC-1126,1965.16,transactions/2023-01.csv
TXN-1054940,ACC-1094,1395.62,transactions/2023-01.csv
TXN-1885555,ACC-1070,1163.25,transactions/2023-01.csv
TXN-2156383,ACC-1119,1443.20,transactions/2023-01.csv
TXN-2296631,ACC-1096,238.46,transactions/2023-01.csv
TXN-2838725,ACC-1024,1077.32,transactions/2023-01.csv
TXN-3800894,ACC-1095,302.42,transactions/2023-01.csv
TXN-5765049,ACC-1022,2188.33,transactions/2023-01.csv
TXN-5924249,ACC-1070,2413.05,transactions/2023-01.csv
TXN-6268300,ACC-1078,250.00,transactions/2023-01.csv
TXN-6303007,ACC-1007,103.05,transactions/2023-01.csv
TXN-7048746,ACC-1089,2022.87,transactions/2023-01.csv
TXN-7235926,ACC-1082,1895.67,transactions/2023-01.csv
TXN-7674288,ACC-1098,719.43,transactions/2023-01.csv
TXN-8754136,ACC-1079,256.28,transactions/2023-01.csv
TXN-8765072,ACC-1041,1582.33,transactions/2023-01.csv
TXN-8979687,ACC-1011,410.55,transactions/2023-01.csv
TXN-1547766,ACC-1001,1325.56,transactions/2023-01.csv
TXN-1572366,ACC-1041,1526.75,transactions/2023-01.csv
TXN-1755685,ACC-1102,182.35,transactions/2023-01.csv
TXN-1980549,ACC-1029,4107.03,transactions/2023-01.csv
TXN-2713479,ACC-1078,2229.03,transactions/2023-01.csv
TXN-2902596,ACC-1072,375.63,transactions/2023-01.csv
TXN-3444457,ACC-1037,992.94,transactions/2023-01.csv
TXN-3893375,ACC-1011,81.90,transactions/2023-01.csv
TXN-4513273,ACC-1066,1458.89,transactions/2023-01.csv
TXN-4672452,ACC-1029,1546.24,transactions/2023-01.csv
TXN-4936601,ACC-1078,336.88,transactions/2023-01.csv
TXN-5419782,ACC-1029,1952.09,transactions/2023-01.csv
TXN-5971802,ACC-1015,591.38,transactions/2023-01.csv
TXN-6129159,ACC-1083,1915.78,transactions/2023-01.csv
TXN-6181272,ACC-1092,2424.43,transactions/2023-01.csv
TXN-6875322,ACC-1117,2404.65,transactions/2023-01.csv
TXN-7620166,ACC-1110,1252.04,transactions/2023-01.csv
TXN-8558397,ACC-1112,1014.86,transactions/2023-01.csv
TXN-8855384,ACC-1106,594.47,transactions/2023-01.csv
TXN-8918491,ACC-1088,536.42,transactions/2023-01.csv
TXN-9041655,ACC-1074,1210.34,transactions/2023-01.csv
TXN-9289800,ACC-1046,107.51,transactions/2023-01.csv
TXN-9354421,ACC-1122,2005.55,transactions/2023-01.csv
TXN-1981018,ACC-1064,2232.15,transactions/2023-01.csv
TXN-2326678,ACC-1116,1527.42,transactions/2023-01.csv
TXN-2895080,ACC-1016,1601.84,transactions/2023-01.csv
TXN-2927784,ACC-1093,2196.77,transactions/2023-01.csv
TXN-3480903,ACC-1124,1936.04,transactions/2023-01.csv
TXN-3579340,ACC-1060,375.25,transactions/2023-01.csv
TXN-3913430,ACC-1072,2081.98,transactions/2023-01.csv
TXN-4226393,ACC-1124,3262.94,transactions/2023-01.csv
TXN-4269210,ACC-1015,2162.01,transactions/2023-01.csv
TXN-4701449,ACC-1118,386.53,transactions/2023-01.csv
TXN-4940790,ACC-1087,316.96,transactions/2023-01.csv
TXN-5522460,ACC-1003,1496.93,transactions/2023-01.csv
TXN-5764171,ACC-1110,2292.46,transactions/2023-01.csv
TXN-6790964,ACC-1021,1222.24,transactions/2023-01.csv
TXN-7183304,ACC-1023,1336.97,transactions/2023-01.csv
TXN-8081053,ACC-1083,1258.31,transactions/2023-01.csv
TXN-8115478,ACC-1122,6.68,transactions/2023-01.csv
TXN-8429408,ACC-1013,4779.93,transactions/2023-01.csv
TXN-9121111,ACC-1102,2028.29,transactions/2023-01.csv
TXN-9615619,ACC-1117,2674.06,transactions/2023-01.csv
TXN-1623788,ACC-1069,1489.09,transactions/2023-01.csv
TXN-2238546,ACC-1027,363.34,transactions/2023-01.csv
TXN-4421596,ACC-1120,2192.15,transactions/2023-01.csv
TXN-4846365,ACC-1044,2233.75,transactions/2023-01.csv
TXN-4989070,ACC-1011,248.34,transactions/2023-01.csv
TXN-5330059,ACC-1065,2135.94,transactions/2023-01.csv
TXN-6055808,ACC-1106,1816.36,transactions/2023-01.csv
TXN-6861222,ACC-1065,2415.98,transactions/2023-01.csv
TXN-8472342,ACC-1051,3883.13,transactions/2023-01.csv
TXN-8551575,ACC-1021,49.23,transactions/2023-01.csv
TXN-9140100,ACC-1091,361.54,transactions/2023-01.csv
TXN-9231741,ACC-1065,474.17,transactions/2023-01.csv
TXN-9441305,ACC-1100,899.85,transactions/2023-01.csv
TXN-9541456,ACC-1129,2366.14,transactions/2023-01.csv
TXN-9553854,ACC-1068,1881.07,transactions/2023-01.csv
TXN-9566667,ACC-1034,1451.04,transactions/2023-01.csv
TXN-1733013,ACC-1072,1371.52,transactions/2023-01.csv
TXN-2479046,ACC-1123,946.67,transactions/2023-01.csv
TXN-4635300,ACC-1102,332.72,transactions/2023-01.csv
TXN-4727312,ACC-1001,1561.10,transactions/2023-01.csv
TXN-4727449,ACC-1065,1488.61,transactions/2023-01.csv
TXN-7744395,ACC-1057,1100.73,transactions/2023-01.csv
TXN-8170247,ACC-1119,568.76,transactions/2023-01.csv
TXN-8610641,ACC-1126,27.66,transactions/2023-01.csv
TXN-8966967,ACC-1036,1886.55,transactions/2023-01.csv
TXN-9211630,ACC-1008,661.73,transactions/2023-01.csv
TXN-9392630,ACC-1043,3626.37,transactions/2023-01.csv
TXN-1705186,ACC-1084,2230.20,transactions/2023-01.csv
TXN-2619673,ACC-1020,819.10,transactions/2023-01.csv
TXN-2787090,ACC-1015,680.23,transactions/2023-01.csv
TXN-2971128,ACC-1050,114.12,transactions/2023-01.csv
TXN-3560962,ACC-1081,116.73,transactions/2023-01.csv
TXN-4490787,ACC-1060,661.29,transactions/2023-01.csv
TXN-5171448,ACC-1049,13.88,transactions/2023-01.csv
TXN-6206334,ACC-1076,1950.58,transactions/2023-01.csv
TXN-6632886,ACC-1076,2507.13,transactions/2023-01.csv
TXN-6634210,ACC-1047,165.63,transactions/2023-01.csv
TXN-6646618,ACC-1105,581.19,transactions/2023-01.csv
TXN-7140965,ACC-1049,3277.40,transactions/2023-01.csv
TXN-7500185,ACC-1124,2150.38,transactions/2023-01.csv
TXN-7539733,ACC-1024,292.56,transactions/2023-01.csv
TXN-8526494,ACC-1007,1516.92,transactions/2023-01.csv
TXN-8528649,ACC-1002,1963.29,transactions/2023-01.csv
TXN-8530280,ACC-1018,1858.56,transactions/2023-01.csv
TXN-9075534,ACC-1128,1429.34,transactions/2023-01.csv
TXN-9134506,ACC-1038,4169.25,transactions/2023-01.csv
TXN-9135372,ACC-1048,268.98,transactions/2023-01.csv
TXN-9335532,ACC-1114,895.75,transactions/2023-01.csv
TXN-9524517,ACC-1016,322.93,transactions/2023-01.csv
TXN-9782729,ACC-1033,1051.19,transactions/2023-01.csv
TXN-1082922,ACC-1127,4373.48,transactions/2023-01.csv
TXN-3353423,ACC-1036,1002.12,transactions/2023-01.csv
TXN-3360172,ACC-1047,2375.49,transactions/2023-01.csv
TXN-4234779,ACC-1057,63.46,transactions/2023-01.csv
TXN-4246802,ACC-1028,1809.13,transactions/2023-01.csv
TXN-4524118,ACC-1056,4009.86,transactions/2023-01.csv
TXN-4937937,ACC-1073,4599.84,transactions/2023-01.csv
TXN-5090521,ACC-1021,1587.15,transactions/2023-01.csv
TXN-5216130,ACC-1053,1371.00,transactions/2023-01.csv
TXN-5386400,ACC-1127,930.21,transactions/2023-01.csv
TXN-5962651,ACC-1130,1865.68,transactions/2023-01.csv
TXN-6160831,ACC-1080,75.72,transactions/2023-01.csv
TXN-6795818,ACC-1075,1735.23,transactions/2023-01.csv
TXN-6886103,ACC-1083,2383.56,transactions/2023-01.csv
TXN-7335819,ACC-1077,1870.31,transactions/2023-01.csv
TXN-7569196,ACC-1080,490.11,transactions/2023-01.csv
TXN-7813525,ACC-1122,1597.60,transactions/2023-01.csv
TXN-8275011,ACC-1093,313.55,transactions/2023-01.csv
TXN-8336814,ACC-1035,222.84,transactions/2023-01.csv
TXN-9003757,ACC-1116,415.51,transactions/2023-01.csv
TXN-9649500,ACC-1070,1228.95,transactions/2023-01.csv
TXN-1273894,ACC-1126,205.59,transactions/2023-01.csv
TXN-1529253,ACC-1105,1074.51,transactions/2023-01.csv
TXN-2107693,ACC-1100,310.66,transactions/2023-01.csv
TXN-2479554,ACC-1104,3910.42,transactions/2023-01.csv
TXN-2648684,ACC-1115,2139.97,transactions/2023-01.csv
TXN-2657689,ACC-1023,23.15,transactions/2023-01.csv
TXN-3773266,ACC-1088,88.95,transactions/2023-01.csv
TXN-4059603,ACC-1014,224.59,transactions/2023-01.csv
TXN-4105222,ACC-1072,1283.69,transactions/2023-01.csv
TXN-4364115,ACC-1059,2411.32,transactions/2023-01.csv
TXN-4529985,ACC-1094,695.64,transactions/2023-01.csv
TXN-5499315,ACC-1053,4429.53,transactions/2023-01.csv
TXN-6129458,ACC-1081,962.70,transactions/2023-01.csv
TXN-6393509,ACC-1017,2125.61,transactions/2023-01.csv
TXN-6908410,ACC-1044,3715.79,transactions/2023-01.csv
TXN-7817526,ACC-1098,2294.09,transactions/2023-01.csv
TXN-8720205,ACC-1071,223.57,transactions/2023-01.csv
TXN-9316343,ACC-1021,3836.38,transactions/2023-01.csv
TXN-9514154,ACC-1078,780.22,transactions/2023-01.csv
TXN-9639909,ACC-1069,1754.45,transactions/2023-01.csv
TXN-9980005,ACC-1027,2006.37,transactions/2023-01.csv
TXN-1580215,ACC-1105,2303.08,transactions/2023-01.csv
TXN-2334077,ACC-1056,1805.28,transactions/2023-01.csv
TXN-2731170,ACC-1102,804.58,transactions/2023-01.csv
TXN-2871470,ACC-1018,720.97,transactions/2023-01.csv
TXN-3031049,ACC-1101,670.75,transactions/2023-01.csv
TXN-3170472,ACC-1072,1973.47,transactions/2023-01.csv
TXN-3464436,ACC-1050,2282.83,transactions/2023-01.csv
TXN-3591956,ACC-1051,213.44,transactions/2023-01.csv
TXN-3832596,ACC-1032,106.87,transactions/2023-01.csv
TXN-4392875,ACC-1092,316.22,transactions/2023-01.csv
TXN-4551663,ACC-1118,459.45,transactions/2023-01.csv
TXN-4792842,ACC-1072,2283.94,transactions/2023-01.csv
TXN-4867790,ACC-1077,1249.75,transactions/2023-01.csv
TXN-5056144,ACC-1048,619.22,transactions/2023-01.csv
TXN-5288594,ACC-1120,380.71,transactions/2023-01.csv
TXN-5539882,ACC-1048,760.21,transactions/2023-01.csv
TXN-5637232,ACC-1003,391.33,transactions/2023-01.csv
TXN-6013590,ACC-1091,2298.19,transactions/2023-01.csv
TXN-6222580,ACC-1125,2202.66,transactions/2023-01.csv
TXN-6247947,ACC-1032,323.89,transactions/2023-01.csv
TXN-6299983,ACC-1069,1551.85,transactions/2023-01.csv
TXN-6942841,ACC-1034,3804.63,transactions/2023-01.csv
TXN-8237610,ACC-1082,1821.80,transactions/2023-01.csv
TXN-9568796,ACC-1073,263.33,transactions/2023-01.csv
TXN-9887312,ACC-1054,1022.89,transactions/2023-01.csv
TXN-1318892,ACC-1081,1006.34,transactions/2023-01.csv
TXN-1356642,ACC-1036,88.65,transactions/2023-01.csv
TXN-2229862,ACC-1029,645.26,transactions/2023-01.csv
TXN-3036150,ACC-1094,1177.00,transactions/2023-01.csv
TXN-3203526,ACC-1095,3394.45,transactions/2023-01.csv
TXN-4035144,ACC-1057,765.73,transactions/2023-01.csv
TXN-5261385,ACC-1102,2776.78,transactions/2023-01.csv
TXN-6033448,ACC-1096,4219.90,transactions/2023-01.csv
TXN-6218617,ACC-1026,1425.94,transactions/2023-01.csv
TXN-6569487,ACC-1008,1266.06,transactions/2023-01.csv
TXN-6814260,ACC-1104,1824.73,transactions/2023-01.csv
TXN-7213588,ACC-1066,95.84,transactions/2023-01.csv
TXN-8205831,ACC-1116,1275.82,transactions/2023-01.csv
TXN-8369575,ACC-1113,1096.67,transactions/2023-01.csv
TXN-8601166,ACC-1114,1910.22,transactions/2023-01.csv
TXN-9235652,ACC-1017,697.32,transactions/2023-01.csv
TXN-1372244,ACC-1096,1552.86,transactions/2023-01.csv
TXN-1772214,ACC-1079,1765.02,transactions/2023-01.csv
TXN-2205399,ACC-1042,195.99,transactions/2023-01.csv
TXN-3189087,ACC-1078,998.32,transactions/2023-01.csv
TXN-3640500,ACC-1126,1690.89,transactions/2023-01.csv
TXN-4453524,ACC-1044,1076.14,transactions/2023-01.csv
TXN-4460525,ACC-1123,115.08,transactions/2023-01.csv
TXN-4782595,ACC-1026,1277.78,transactions/2023-01.csv
TXN-5037047,ACC-1046,355.05,transactions/2023-01.csv
TXN-5208198,ACC-1047,1181.62,transactions/2023-01.csv
TXN-5414895,ACC-1096,18.03,transactions/2023-01.csv
TXN-5548857,ACC-1056,76.97,transactions/2023-01.csv
TXN-5640400,ACC-1104,1626.61,transactions/2023-01.csv
TXN-5721750,ACC-1093,261.82,transactions/2023-01.csv
TXN-5912593,ACC-1118,296.19,transactions/2023-01.csv
TXN-5963959,ACC-1090,206.44,transactions/2023-01.csv
TXN-6206471,ACC-1032,2438.08,transactions/2023-01.csv
TXN-6496227,ACC-1077,352.20,transactions/2023-01.csv
TXN-8413944,ACC-1040,218.92,transactions/2023-01.csv
TXN-8630338,ACC-1061,1717.48,transactions/2023-01.csv
TXN-8894113,ACC-1051,480.79,transactions/2023-01.csv
TXN-1658608,ACC-1020,956.47,transactions/2023-01.csv
TXN-2286449,ACC-1027,2150.29,transactions/2023-01.csv
TXN-2608223,ACC-1014,7.22,transactions/2023-01.csv
TXN-3182643,ACC-1119,365.61,transactions/2023-01.csv
TXN-3248596,ACC-1107,1498.22,transactions/2023-01.csv
TXN-3820130,ACC-1029,1168.40,transactions/2023-01.csv
TXN-3953257,ACC-1106,83.38,transactions/2023-01.csv
TXN-4448043,ACC-1016,547.54,transactions/2023-01.csv
TXN-4754186,ACC-1078,2399.52,transactions/2023-01.csv
TXN-5113499,ACC-1024,2062.12,transactions/2023-01.csv
TXN-5456868,ACC-1105,1360.47,transactions/2023-01.csv
TXN-5932830,ACC-1087,542.19,transactions/2023-01.csv
TXN-6129947,ACC-1037,13.16,transactions/2023-01.csv
TXN-7271876,ACC-1008,29.38,transactions/2023-01.csv
TXN-7372103,ACC-1050,823.05,transactions/2023-01.csv
TXN-7483071,ACC-1081,2220.45,transactions/2023-01.csv
TXN-7914067,ACC-1045,1876.68,transactions/2023-01.csv
TXN-8196950,ACC-1097,518.84,transactions/2023-01.csv
TXN-8251660,ACC-1072,1850.75,transactions/2023-01.csv
TXN-8400265,ACC-1080,2395.48,transactions/2023-01.csv
TXN-8668205,ACC-1003,3991.30,transactions/2023-01.csv
TXN-8773258,ACC-1055,1713.08,transactions/2023-01.csv
TXN-9220833,ACC-1007,1218.97,transactions/2023-01.csv
TXN-9362181,ACC-1004,328.33,transactions/2023-01.csv
TXN-9856124,ACC-1038,1250.61,transactions/2023-01.csv
TXN-1043078,ACC-1037,385.10,transactions/2023-01.csv
TXN-1102130,ACC-1040,2233.66,transactions/2023-01.csv
TXN-1780304,ACC-1130,4372.51,transactions/2023-01.csv
TXN-2009616,ACC-1027,96.95,transactions/2023-01.csv
TXN-2062665,ACC-1065,33.07,transactions/2023-01.csv
TXN-3554736,ACC-1093,1956.94,transactions/2023-01.csv
TXN-4002641,ACC-1023,1741.89,transactions/2023-01.csv
TXN-4069720,ACC-1053,1141.53,transactions/2023-01.csv
