txn_id,account_id,net_amount,source_file
TXN-9294707,ACC-1021,513.70,transactions/2023-01.csv
TXN-9603020,ACC-1062,363.06,transactions/2023-01.csv
TXN-1595343,ACC-1016,213.44,transactions/2023-01.csv
TXN-1910565,ACC-1102,850.28,transactions/2023-01.csv
TXN-2268203,ACC-1051,116.77,transactions/2023-01.csv
TXN-2829836,ACC-1022,2229.86,transactions/2023-01.csv
TXN-3364636,ACC-1115,2363.86,transactions/2023-01.csv
TXN-3936874,ACC-1069,344.00,transactions/2023-01.csv
TXN-4167081,ACC-1103,18.11,transactions/2023-01.csv
TXN-4482541,ACC-1039,1298.07,transactions/2023-01.csv
TXN-4576243,ACC-1045,952.12,transactions/2023-01.csv
TXN-5438575,ACC-1007,1485.35,transactions/2023-01.csv
TXN-5949125,ACC-1111,4266.19,transactions/2023-01.csv
TXN-7126034,ACC-1017,2267.10,transactions/2023-01.csv
TXN-7502740,ACC-1107,311.23,transactions/2023-01.csv
TXN-7921592,ACC-1061,1201.02,transactions/2023-01.csv
TXN-8007606,ACC-1003,1899.94,transactions/2023-01.csv
TXN-8811463,ACC-1060,736.69,transactions/2023-01.csv
TXN-9188282,ACC-1077,390.42,transactions/2023-01.csv
TXN-9265185,ACC-1120,701.99,transactions/2023-01.csv
TXN-1129475,ACC-1099,35.46,transactions/2023-01.csv
TXN-2535875,ACC-1124,1902.20,transactions/2023-01.csv
TXN-2602026,ACC-1053,522.63,transactions/2023-01.csv
TXN-2662924,ACC-1087,1449.34,transactions/2023-01.csv
TXN-3202681,ACC-1075,97.53,transactions/2023-01.csv
TXN-5013366,ACC-1057,4794.11,transactions/2023-01.csv
TXN-5421723,ACC-1042,4028.21,transactions/2023-01.csv
TXN-5590018,ACC-1044,1548.43,transactions/2023-01.csv
TXN-7014873,ACC-1007,1214.69,transactions/2023-01.csv
TXN-7310943,ACC-1118,1403.34,transactions/2023-01.csv
TXN-8859031,ACC-1043,332.01,transactions/2023-01.csv
TXN-9134553,ACC-1103,304.67,transactions/2023-01.csv
TXN-9790555,ACC-1096,1311.61,transactions/2023-01.csv
TXN-2895950,ACC-1091,1322.43,transactions/2023-01.csv
TXN-3349032,ACC-1122,524.75,transactions/2023-01.csv
TXN-3468766,ACC-1116,4069.75,transactions/2023-01.csv
TXN-4071617,ACC-1101,1536.95,transactions/2023-01.csv
TXN-4157797,ACC-1123,2186.98,transactions/2023-01.csv
TXN-4319525,ACC-1060,1210.87,transactions/2023-01.csv
TXN-4428040,ACC-1115,417.45,transactions/2023-01.csv
TXN-4541137,ACC-1010,312.65,transactions/2023-01.csv
TXN-4972865,ACC-1076,3151.24,transactions/2023-01.csv
TXN-5260322,ACC-1122,818.18,transactions/2023-01.csv
TXN-5672035,ACC-1089,2091.98,transactions/2023-01.csv
TXN-7109673,ACC-1049,92.86,transactions/2023-01.csv
TXN-7391921,ACC-1074,2056.65,transactions/2023-01.csv
TXN-7542649,ACC-1008,4709.44,transactions/2023-01.csv
TXN-7569952,ACC-1040,429.48,transactions/2023-01.csv
TXN-8285093,ACC-1094,335.24,transactions/2023-01.csv
TXN-8571833,ACC-1116,7.50,transactions/2023-01.csv
TXN-9050176,ACC-1063,134.44,transactions/2023-01.csv
TXN-9623983,ACC-1084,4282.19,transactions/2023-01.csv
TXN-9697369,ACC-1095,2381.17,transactions/2023-01.csv
TXN-9761180,ACC-1116,396.26,transactions/2023-01.csv
TXN-9841344,ACC-1029,1987.48,transactions/2023-01.csv
TXN-2007168,ACC-1050,2662.47,transactions/2023-01.csv
TXN-2207527,ACC-1086,1487.03,transactions/2023-01.csv
TXN-2454288,ACC-1096,1276.12,transactions/2023-01.csv
TXN-3469597,ACC-1123,1462.84,transactions/2023-01.csv
TXN-3542069,ACC-1065,553.69,transactions/2023-01.csv
TXN-3649799,ACC-1127,633.09,transactions/2023-01.csv
TXN-4168084,ACC-1022,1682.24,transactions/2023-01.csv
TXN-4483587,ACC-1129,1988.22,transactions/2023-01.csv
TXN-4529581,ACC-1130,4162.60,transactions/2023-01.csv
TXN-5058643,ACC-1095,1960.63,transactions/2023-01.csv
TXN-5859133,ACC-1001,385.74,transactions/2023-01.csv
TXN-6064161,ACC-1129,188.51,transactions/2023-01.csv
TXN-6135123,ACC-1022,547.29,transactions/2023-01.csv
TXN-6372526,ACC-1012,300.72,transactions/2023-01.csv
TXN-7000872,ACC-1109,2165.38,transactions/2023-01.csv
TXN-7088930,ACC-1081,2966.20,transactions/2023-01.csv
TXN-8176955,ACC-1128,229.84,transactions/2023-01.csv
TXN-8238613,ACC-1021,905.49,transactions/2023-01.csv
TXN-9133735,ACC-1110,2409.87,transactions/2023-01.csv
TXN-2294408,ACC-1026,917.32,transactions/2023-01.csv
TXN-2752360,ACC-1024,2122.69,transactions/2023-01.csv
TXN-2971694,ACC-1002,1522.68,transactions/2023-01.csv
TXN-3001318,ACC-1110,230.69,transactions/2023-01.csv
TXN-3199531,ACC-1030,2211.25,transactions/2023-01.csv
TXN-3212048,ACC-1032,2308.27,transactions/2023-01.csv
TXN-4132808,ACC-1014,598.69,transactions/2023-01.csv
TXN-4262764,ACC-1008,1814.39,transactions/2023-01.csv
TXN-4485376,ACC-1110,1817.22,transactions/2023-01.csv
TXN-5537250,ACC-1107,319.67,transactions/2023-01.csv
TXN-6443628,ACC-1121,113.31,transactions/2023-01.csv
TXN-7092171,ACC-1016,2636.24,transactions/2023-01.csv
TXN-7124757,ACC-1025,328.51,transactions/2023-01.csv
TXN-7521522,ACC-1123,2039.24,transactions/2023-01.csv
TXN-7717003,ACC-1115,1357.18,transactions/2023-01.csv
TXN-8034411,ACC-1111,3958.45,transactions/2023-01.csv
TXN-8986243,ACC-1126,302.95,transactions/2023-01.csv
TXN-9284045,ACC-1054,2132.94,transactions/2023-01.csv
TXN-1182261,ACC-1063,658.34,transactions/2023-01.csv
TXN-1392358,ACC-1089,742.23,transactions/2023-01.csv
TXN-2221795,ACC-1023,489.86,transactions/2023-01.csv
TXN-2298024,ACC-1112,1169.03,transactions/2023-01.csv
TXN-2327399,ACC-1026,609.02,transactions/2023-01.csv
TXN-2630408,ACC-1108,1607.35,transactions/2023-01.csv
TXN-3296803,ACC-1130,404.46,transactions/2023-01.csv
TXN-3416420,ACC-1030,319.64,transactions/2023-01.csv
TXN-3492019,ACC-1041,1038.32,transactions/2023-01.csv
TXN-3846569,ACC-1064,2229.79,transactions/2023-01.csv
TXN-3985198,ACC-1024,4755.97,transactions/2023-01.csv
TXN-4044637,ACC-1121,768.30,transactions/2023-01.csv
TXN-4050617,ACC-1023,4596.30,transactions/2023-01.csv
TXN-4132377,ACC-1038,893.58,transactions/2023-01.csv
TXN-4187824,ACC-1004,1536.48,transactions/2023-01.csv
TXN-4881335,ACC-1101,1142.99,transactions/2023-01.csv
TXN-5033241,ACC-1111,1649.68,transactions/2023-01.csv
TXN-5180471,ACC-1046,2047.49,transactions/2023-01.csv
TXN-7803695,ACC-1077,1057.34,transactions/2023-01.csv
TXN-8257064,ACC-1106,539.00,transactions/2023-01.csv
TXN-8811704,ACC-1091,214.61,transactions/2023-01.csv
TXN-8963867,ACC-1117,2235.46,transactions/2023-01.csv
TXN-9477831,ACC-1080,726.26,transactions/2023-01.csv
TXN-9733832,ACC-1123,4655.60,transactions/2023-01.csv
TXN-1301032,ACC-1123,1571.50,transactions/2023-01.csv
TXN-1679089,ACC-1063,4799.66,transactions/2023-01.csv
TXN-1894723,ACC-1112,153.74,transactions/2023-01.csv
TXN-1995119,ACC-1119,1597.07,transactions/2023-01.csv
TXN-2155658,ACC-1012,1865.22,transactions/2023-01.csv
TXN-2350816,ACC-1035,2228.14,transactions/2023-01.csv
TXN-2810174,ACC-1100,1134.77,transactions/2023-01.csv
TXN-2967564,ACC-1049,927.69,transactions/2023-01.csv
TXN-3320621,ACC-1042,1706.43,transactions/2023-01.csv
TXN-3525111,ACC-1056,2833.16,transactions/2023-01.csv
TXN-3602245,ACC-1011,1839.70,transactions/2023-01.csv
TXN-3832682,ACC-1015,62.60,transactions/2023-01.csv
TXN-3856296,ACC-1007,360.55,transactions/2023-01.csv
TXN-4445637,ACC-1065,1804.96,transactions/2023-01.csv
TXN-5817266,ACC-1061,398.54,transactions/2023-01.csv
TXN-6002840,ACC-1003,697.64,transactions/2023-01.csv
TXN-6517241,ACC-1052,1743.81,transactions/2023-01.csv
TXN-6633897,ACC-1009,1673.13,transactions/2023-01.csv
TXN-6881015,ACC-1117,840.34,transactions/2023-01.csv
TXN-7298305,ACC-1014,2015.52,transactions/2023-01.csv
TXN-7444046,ACC-1015,652.09,transactions/2023-01.csv
TXN-8246345,ACC-1015,731.10,transactions/2023-01.csv
TXN-8800261,ACC-1045,343.62,transactions/2023-01.csv
TXN-9521882,ACC-1060,612.97,transactions/2023-01.csv
TXN-9690705,ACC-1080,2380.76,transactions/2023-01.csv
TXN-1463393,ACC-1077,1979.97,transactions/2023-01.csv
TXN-1543712,ACC-1097,1570.26,transactions/2023-01.csv
TXN-2639445,ACC-1083,979.93,transactions/2023-01.csv
TXN-2706494,ACC-1005,3735.23,transactions/2023-01.csv
TXN-3867813,ACC-1072,2084.52,transactions/2023-01.csv
TXN-4054006,ACC-1106,353.06,transactions/2023-01.csv
TXN-4289239,ACC-1084,1099.22,transactions/2023-01.csv
TXN-4496346,ACC-1090,1339.21,transactions/2023-01.csv
TXN-5400222,ACC-1090,1652.25,transactions/2023-01.csv
TXN-5632182,ACC-1011,1602.70,transactions/2023-01.csv
TXN-5760298,ACC-1029,4704.49,transactions/2023-01.csv
TXN-7000503,ACC-1037,1342.30,transactions/2023-01.csv
TXN-7156380,ACC-1042,756.22,transactions/2023-01.csv
TXN-7214189,ACC-1129,3502.13,transactions/2023-01.csv
TXN-7415261,ACC-1067,1343.51,transactions/2023-01.csv
TXN-7839120,ACC-1107,327.98,transactions/2023-01.csv
TXN-8456325,ACC-1032,1408.78,transactions/2023-01.csv
TXN-8676940,ACC-1060,210.64,transactions/2023-01.csv
TXN-9328010,ACC-1025,1821.49,transactions/2023-01.csv
TXN-9771395,ACC-1101,3195.34,transactions/2023-01.csv
TXN-9777573,ACC-1037,2470.95,transactions/2023-01.csv
TXN-1044947,ACC-1029,718.37,transactions/2023-01.csv
TXN-1178060,ACC-1020,1592.85,transactions/2023-01.csv
TXN-1919341,ACC-1074,4886.52,transactions/2023-01.csv
TXN-2389719,ACC-1122,478.30,transactions/2023-01.csv
TXN-2462322,ACC-1024,1369.79,transactions/2023-01.csv
TXN-2574393,ACC-1063,95.64,transactions/2023-01.csv
TXN-2707821,ACC-1059,952.46,transactions/2023-01.csv
TXN-3447029,ACC-1099,2382.62,transactions/2023-01.csv
TXN-3668278,ACC-1032,1389.69,transactions/2023-01.csv
TXN-3701272,ACC-1015,1497.32,transactions/2023-01.csv
TXN-4250682,ACC-1046,1176.40,transactions/2023-01.csv
TXN-4567276,ACC-1042,1203.27,transactions/2023-01.csv
TXN-4786351,ACC-1060,227.72,transactions/2023-01.csv
TXN-5700565,ACC-1002,1700.13,transactions/2023-01.csv
TXN-5795032,ACC-1051,2197.28,transactions/2023-01.csv
TXN-6310116,ACC-1018,3424.76,transactions/2023-01.csv
TXN-6933690,ACC-1011,1579.17,transactions/2023-01.csv
TXN-7336030,ACC-1019,1874.71,transactions/2023-01.csv
TXN-7395941,ACC-1084,1508.08,transactions/2023-01.csv
TXN-8447470,ACC-1075,2338.37,transactions/2023-01.csv
TXN-8894666,ACC-1096,1083.59,transactions/2023-01.csv
TXN-9745110,ACC-1096,1438.95,transactions/2023-01.csv
TXN-9757456,ACC-1080,28.15,transactions/2023-01.csv
TXN-1022156,ACC-1046,1447.30,transactions/2023-01.csv
TXN-1154175,ACC-1009,604.48,transactions/2023-01.csv
TXN-1849252,ACC-1007,1858.83,transactions/2023-01.csv
TXN-2137695,ACC-1130,2169.97,transactions/2023-01.csv
TXN-2195999,ACC-1012,2361.58,transactions/2023-01.csv
TXN-2532069,ACC-1124,1914.63,transactions/2023-01.csv
TXN-2919629,ACC-1078,47.20,transactions/2023-01.csv
TXN-3737235,ACC-1016,1849.66,transactions/2023-01.csv
TXN-3786632,ACC-1012,817.77,transactions/2023-01.csv
TXN-3978572,ACC-1043,171.63,transactions/2023-01.csv
TXN-4253659,ACC-1096,1305.88,transactions/2023-01.csv
TXN-4522862,ACC-1125,1020.24,transactions/2023-01.csv
TXN-5535117,ACC-1070,949.94,transactions/2023-01.csv
TXN-6070108,ACC-1006,1463.28,transactions/2023-01.csv
TXN-6617139,ACC-1027,2943.64,transactions/2023-01.csv
TXN-6632578,ACC-1056,3759.67,transactions/2023-01.csv
TXN-6731830,ACC-1016,2263.94,transactions/2023-01.csv
TXN-6875961,ACC-1030,1812.56,transactions/2023-01.csv
TXN-7183403,ACC-1016,215.91,transactions/2023-01.csv
TXN-7727263,ACC-1019,1238.66,transactions/2023-01.csv
TXN-7860760,ACC-1001,3949.31,transactions/2023-01.csv
TXN-7907555,ACC-1012,2293.19,transactions/2023-01.csv
TXN-7907998,ACC-1051,2009.53,transactions/2023-01.csv
TXN-8546419,ACC-1035,65.89,transactions/2023-01.csv
TXN-8629775,ACC-1055,101.90,transactions/2023-01.csv
TXN-8699368,ACC-1041,894.95,transactions/2023-01.csv
TXN-8877625,ACC-1112,1168.60,transactions/2023-01.csv
TXN-8970050,ACC-1090,199.14,transactions/2023-01.csv
TXN-1031864,ACC-1119,873.18,transactions/2023-01.csv
TXN-1788465,ACC-1073,2322.37,transactions/2023-01.csv
TXN-2327287,ACC-1116,522.65,transactions/2023-01.csv
TXN-3597309,ACC-1074,2029.29,transactions/2023-01.csv
TXN-4009764,ACC-1109,2401.92,transactions/2023-01.csv
TXN-6917717,ACC-1012,594.37,transactions/2023-01.csv
TXN-7660440,ACC-1123,74.85,transactions/2023-01.csv
TXN-7671543,ACC-1029,219.28,transactions/2023-01.csv
TXN-7830334,ACC-1037,258.82,transactions/2023-01.csv
TXN-8561919,ACC-1081,241.38,transactions/2023-01.csv
TXN-8817698,ACC-1117,1721.67,transactions/2023-01.csv
TXN-9193212,ACC-1016,1965.42,transactions/2023-01.csv
TXN-9625459,ACC-1078,962.28,transactions/2023-01.csv
TXN-1275532,ACC-1022,125.41,transactions/2023-01.csv
TXN-1408765,ACC-1033,2226.45,transactions/2023-01.csv
TXN-1860863,ACC-1017,28.10,transactions/2023-01.csv
TXN-2537330,ACC-1007,963.40,transactions/2023-01.csv
TXN-2820278,ACC-1079,1808.39,transactions/2023-01.csv
TXN-3088624,ACC-1121,2015.70,transactions/2023-01.csv
TXN-3096586,ACC-1010,1050.38,transactions/2023-01.csv
TXN-3505301,ACC-1040,802.53,transactions/2023-01.csv
TXN-3557899,ACC-1082,414.26,transactions/2023-01.csv
TXN-3856894,ACC-1105,2174.19,transactions/2023-01.csv
TXN-5128602,ACC-1013,2074.74,transactions/2023-01.csv
TXN-6212016,ACC-1006,1634.44,transactions/2023-01.csv
TXN-6897905,ACC-1116,1618.45,transactions/2023-01.csv
TXN-8011868,ACC-1032,916.21,transactions/2023-01.csv
TXN-8080145,ACC-1086,1084.30,transactions/2023-01.csv
TXN-8538306,ACC-1101,687.83,transactions/2023-01.csv
TXN-8641708,ACC-1024,454.65,transactions/2023-01.csv
TXN-9127768,ACC-1080,215.79,transactions/2023-01.csv
TXN-9138136,ACC-1094,425.07,transactions/2023-01.csv
TXN-9508706,ACC-1085,609.41,transactions/2023-01.csv
TXN-9586444,ACC-1106,386.03,transactions/2023-01.csv
TXN-9992893,ACC-1111,2275.04,transactions/2023-01.csv
TXN-1314803,ACC-1125,2190.29,transactions/2023-01.csv
TXN-1623682,ACC-1017,1928.53,transactions/2023-01.csv
TXN-1801753,ACC-1075,2448.32,transactions/2023-01.csv
TXN-1987877,ACC-1022,1928.21,transactions/2023-01.csv
TXN-2026866,ACC-1110,1316.14,transactions/2023-01.csv
TXN-2083429,ACC-1125,4668.65,transactions/2023-01.csv
TXN-2123641,ACC-1017,2360.86,transactions/2023-01.csv
TXN-2715653,ACC-1028,1818.24,transactions/2023-01.csv
TXN-2720267,ACC-1051,603.41,transactions/2023-01.csv
TXN-2926181,ACC-1100,270.48,transactions/2023-01.csv
TXN-3526734,ACC-1097,1876.59,transactions/2023-01.csv
TXN-3621335,ACC-1038,586.84,transactions/2023-01.csv
TXN-3774424,ACC-1123,2024.18,transactions/2023-01.csv
TXN-3928336,ACC-1078,2216.34,transactions/2023-01.csv
TXN-4040593,ACC-1112,1681.22,transactions/2023-01.csv
TXN-4282844,ACC-1081,2836.86,transactions/2023-01.csv
TXN-4335226,ACC-1082,1694.43,transactions/2023-01.csv
TXN-4793705,ACC-1109,2008.96,transactions/2023-01.csv
TXN-4908129,ACC-1126,3057.82,transactions/2023-01.csv
TXN-4939596,ACC-1093,172.27,transactions/2023-01.csv
TXN-5514520,ACC-1074,193.09,transactions/2023-01.csv
TXN-6712675,ACC-1021,983.21,transactions/2023-01.csv
TXN-6856828,ACC-1030,4584.04,transactions/2023-01.csv
TXN-7228637,ACC-1125,1917.75,transactions/2023-01.csv
TXN-8060480,ACC-1093,692.64,transactions/2023-01.csv
TXN-8112258,ACC-1050,1428.10,transactions/2023-01.csv
TXN-8501584,ACC-1039,177.17,transactions/2023-01.csv
TXN-8523743,ACC-1101,2310.88,transactions/2023-01.csv
TXN-8584272,ACC-1043,246.79,transactions/2023-01.csv
TXN-8744000,ACC-1060,169.03,transactions/2023-01.csv
TXN-9280718,ACC-1105,1140.85,transactions/2023-01.csv
TXN-1151513,ACC-1042,123.12,transactions/2023-01.csv
TXN-1266588,ACC-1012,1449.06,transactions/2023-01.csv
TXN-1358879,ACC-1080,1100.96,transactions/2023-01.csv
TXN-1486136,ACC-1089,1892.55,transactions/2023-01.csv
TXN-1706175,ACC-1127,110.81,transactions/2023-01.csv
TXN-1724237,ACC-1117,4909.43,transactions/2023-01.csv
TXN-2221662,ACC-1017,385.03,transactions/2023-01.csv
TXN-3273873,ACC-1107,3660.25,transactions/2023-01.csv
TXN-3552565,ACC-1087,3934.98,transactions/2023-01.csv
TXN-4011599,ACC-1023,281.18,transactions/2023-01.csv
TXN-4108516,ACC-1129,86.81,transactions/2023-01.csv
TXN-5967651,ACC-1023,1348.12,transactions/2023-01.csv
TXN-6263005,ACC-1109,2273.68,transactions/2023-01.csv
TXN-6378307,ACC-1016,1003.78,transactions/2023-01.csv
TXN-6414553,ACC-1104,533.69,transactions/2023-01.csv
TXN-6921787,ACC-1115,1091.09,transactions/2023-01.csv
TXN-9122872,ACC-1105,134.83,transactions/2023-01.csv
TXN-1119493,ACC-1010,276.61,transactions/2023-01.csv
TXN-1365733,ACC-1055,3961.12,transactions/2023-01.csv
TXN-1596453,ACC-1014,1283.97,transactions/2023-01.csv
TXN-1615588,ACC-1010,155.06,transactions/2023-01.csv
TXN-1653760,ACC-1098,1601.44,transactions/2023-01.csv
TXN-2033923,ACC-1125,1443.50,transactions/2023-01.csv
TXN-3678127,ACC-1066,2580.38,transactions/2023-01.csv
TXN-4113373,ACC-1063,29.72,transactions/2023-01.csv
TXN-4443588,ACC-1110,191.67,transactions/2023-01.csv
TXN-4644349,ACC-1087,228.47,transactions/2023-01.csv
TXN-5475856,ACC-1066,1391.75,transactions/2023-01.csv
TXN-5874922,ACC-1088,640.25,transactions/2023-01.csv
TXN-6062107,ACC-1024,3675.04,transactions/2023-01.csv
TXN-6830031,ACC-1001,95.11,transactions/2023-01.csv
TXN-7140902,ACC-1071,1871.59,transactions/2023-01.csv
